Time 8.624211035
Mem 1941634376
Time 8.648865626
Mem 1962970376
Time 8.743303075
Mem 1984306376
Time 8.846807978
Mem 2005631176
Time 8.564618031
Mem 2026989576
Time 8.283590940
Mem 2048314376
Time 8.453256809
Mem 2069650376
Time 8.339940070
Mem 2090975176
Time 8.285840847
Mem 2112311176
Time 8.186795184
Mem 2133647176
Time 8.797811686
Mem 2154971976
Time 8.611059058
Mem 2176307976
Time 8.271317095
Mem 2197632776
Time 8.018052017
Mem 2218968776
Time 8.241843911
Mem 2240293576
Time 8.210585607
Mem 2261651976
Time 8.228249908
Mem 2282987976
Time 8.218795117
Mem 2304312776
Time 8.362751498
Mem 2325648776
Time 8.358015613
Mem 2346973576
Time 8.365175854
Mem 2368309576
Time 8.230389080
Mem 2389634376
Time 9.039934810
Mem 2410970376
Time 10.672461345
Mem 2432306376
Time 9.188122534
Mem 2453631176
Time 8.781793375
Mem 2474989576
Time 8.479627295
Mem 2496314376
Time 8.550965669
Mem 2517650376
Time 8.892313234
Mem 2538975176
Time 8.977746264
Mem 2560311176
Time 8.650550639
Mem 2581647176
Time 9.197196454
Mem 2602971976
Time 9.406276890
Mem 2624307976
Time 8.619958223
Mem 2645632776
Time 9.153761378
Mem 2666968776
Time 8.620555488
Mem 2688293576
Time 7.942424861
Mem 2709651976
Time 7.875780698
Mem 2730987976
Time 8.033423521
Mem 2752312776
Time 8.204571236
Mem 2773648776
Time 8.105266557
Mem 2794973576
Time 8.148772790
Mem 2816309576
Time 8.210519156
Mem 2837634376
Time 8.196279069
Mem 2858970376
Time 8.207100160
Mem 2880306376
Time 8.388437459
Mem 2901631176
Time 8.361564294
Mem 2922989576
Time 8.214141978
Mem 2944314376
Time 8.084685869
Mem 2965650376
Time 8.286568489
Mem 2986975176
Time 8.509650305
Mem 3008311176
Time 8.665459173
Mem 3029647176
Time 8.530626426
Mem 3050971976
Time 9.186588381
Mem 3072307976
Time 8.775529166
Mem 3093632776
Time 8.125534531
Mem 3114968776
Time 8.247852247
Mem 3136293576
Time 8.329131812
Mem 3157651976
Time 8.299457941
Mem 3178987976
Time 8.263855088
Mem 3200312776
Time 8.528958098
Mem 3221648776
Time 8.392458148
Mem 3242973576
Time 8.273065830
Mem 3264309576
Time 8.851843000
Mem 3285634376
Time 8.602318201
Mem 3306970376
Time 9.210084945
Mem 3328306376
Time 8.166599704
Mem 3349631176
Time 8.452398245
Mem 3370989576
Time 8.348107068
Mem 3392314376
Time 8.588636828
Mem 3413650376
Time 8.255793356
Mem 3434975176
Time 8.205825498
Mem 3456311176
Time 8.154735142
Mem 3477647176
Time 8.600506027
Mem 3498971976
Time 9.094321320
Mem 3520307976
Time 8.614926580
Mem 3541632776
Time 8.177094092
Mem 3562968776
Time 8.144516000
Mem 3584293576
Time 8.130904689
Mem 3605651976
Time 8.471132148
Mem 3626987976
Time 8.389140812
Mem 3648312776
Time 8.488597724
Mem 3669648776
Time 8.384617060
Mem 3690973576
Time 8.895945318
Mem 3712309576
Time 8.522972222
Mem 3733634376
Time 8.562691872
Mem 3754970376
Time 8.447800730
Mem 3776306376
Time 8.227883386
Mem 3797631176
Time 8.575898736
Mem 3818989576
Time 8.559351675
Mem 3840314376
Time 10.063094504
Mem 3861650376
Time 9.096295085
Mem 3882975176
Time 9.291869877
Mem 3904311176
Time 8.988563511
Mem 3925647176
Time 8.837204811
Mem 3946971976
Time 8.737985244
Mem 3968307976
Time 8.502878609
Mem 3989632776
Time 8.548948862
Mem 4010968776
Time 8.512287790
Mem 4032293576
Time 8.605436645
Mem 4053651976
Time 8.339191656
Mem 4074987976
Time 8.298280243
Mem 4096312776
Time 8.483821566
Mem 4117648776
Time 8.938726099
Mem 4138973576
Time 8.606398616
Mem 4160309576
Time 8.030889919
Mem 4181634376
Time 8.064069692
Mem 4202970376
Time 8.112336373
Mem 4224306376
Time 8.301876376
Mem 4245631176
Time 8.229169964
Mem 4266989576
Time 8.723690626
Mem 4288314376
Time 8.386767896
Mem 4309650376
Time 8.382803402
Mem 4330975176
Time 9.072397414
Mem 4352311176
Time 9.115673249
Mem 4373647176
Time 9.370676090
Mem 4394971976
Time 9.049241581
Mem 4416307976
Time 8.377338332
Mem 4437632776
Time 8.155071407
Mem 4458968776
Time 8.150803160
Mem 4480293576
Time 8.793408305
Mem 4501651976
Time 8.408758812
Mem 4522987976
Time 8.327971649
Mem 4544312776
Time 8.509125981
Mem 4565648776
Time 8.429924705
Mem 4586973576
Time 8.479016457
Mem 4608309576
Time 8.555953509
Mem 4629634376
Time 8.552752073
Mem 4650970376
Time 8.180079479
Mem 4672306376
Time 8.341877474
Mem 4693631176
Time 8.401702471
Mem 4714989576
Time 8.491386059
Mem 4736314376
Time 8.536405987
Mem 4757650376
Time 8.562480224
Mem 4778975176
Time 10.253656975
Mem 4800311176
Time 10.662202830
Mem 4821647176
Time 9.136249392
Mem 4842971976
Time 8.938857769
Mem 4864307976
Time 8.906401363
Mem 4885632776
Time 8.629654346
Mem 4906968776
Time 8.392001490
Mem 4928293576
Time 8.440086807
Mem 4949651976
Time 8.675889729
Mem 4970987976
Time 8.653433192
Mem 4992312776
Time 8.548666952
Mem 5013648776
Time 8.887989638
Mem 5034973576
Time 8.139859624
Mem 5056309576
Time 8.340736646
Mem 5077634376
Time 8.895415092
Mem 5098970376
Time 8.391720535
Mem 5120306376
Time 8.422623106
Mem 5141631176
Time 8.549916978
Mem 5162989576
Time 8.453275139
Mem 5184314376
Time 8.352261068
Mem 5205650376
Time 8.454246756
Mem 5226975176
Time 9.081938182
Mem 5248311176
Time 8.432591151
Mem 5269647176
Time 8.160051947
Mem 5290971976
Time 8.141997321
Mem 5312307976
Time 8.222198407
Mem 5333632776
Time 8.900277910
Mem 5354968776
Time 8.686886074
Mem 5376293576
Time 8.610828952
Mem 5397651976
Time 8.311124372
Mem 5418987976
Time 8.241055453
Mem 5440312776
Time 8.446824671
Mem 5461648776
Time 8.562693142
Mem 5482973576
Time 9.500724733
Mem 5504309576
Time 10.220958393
Mem 5525634376
Time 8.530151070
Mem 5546970376
Time 8.476573700
Mem 5568306376
Time 9.134296740
Mem 5589631176
Time 9.308339463
Mem 5610989576
Time 9.078127304
Mem 5632314376
Time 8.826684310
Mem 5653650376
Time 8.451607464
Mem 5674975176
Time 8.489591895
Mem 5696311176
Time 8.798851536
Mem 5717647176
Time 8.866743399
Mem 5738971976
Time 8.827252997
Mem 5760307976
Time 8.463274604
Mem 5781632776
Time 8.294817179
Mem 5802968776
Time 8.650316032
Mem 5824293576
Time 8.855364861
Mem 5845651976
Time 9.048607288
Mem 5866987976
Time 8.892615454
Mem 5888312776
Time 8.319887501
Mem 5909648776
Time 8.382378691
Mem 5930973576
Time 8.510689243
Mem 5952309576
Time 8.536440867
Mem 5973634376
Time 8.130467769
Mem 5994970376
Time 9.131581501
Mem 6016306376
Time 9.757371545
Mem 6037631176
Time 8.633894687
Mem 6058989576
Time 9.085237750
Mem 6080314376
Time 8.534357765
Mem 6101650376
Time 8.541998476
Mem 6122975176
Time 8.510174350
Mem 6144311176
Time 8.354892780
Mem 6165647176
Time 8.447411401
Mem 6186971976
Time 8.503465916
Mem 6208307976
Time 8.450216356
Mem 6229632776
Time 8.572444260
Mem 6250968776
Time 8.234115434
Mem 6272293576
Time 8.254411424
Mem 6293651976
Time 8.963917873
Mem 6314987976
Time 8.862727761
Mem 6336312776
Time 8.836597330
Mem 6357648776
Time 8.467523134
Mem 6378973576
Time 8.357985664
Mem 6400309576
Time 8.496918673
Mem 6421634376
Time 8.445543877
Mem 6442970376
Time 8.388666020
Mem 6464306376
Time 8.490195212
Mem 6485631176
Time 8.459478042
Mem 6506989576
Time 8.447038378
Mem 6528314376
Time 8.553210784
Mem 6549650376
Time 8.573532731
Mem 6570975176
Time 8.685200947
Mem 6592311176
Time 8.770989073
Mem 6613647176
Time 8.579566578
Mem 6634971976
Time 8.640733810
Mem 6656307976
Time 8.527314349
Mem 6677632776
Time 8.971386963
Mem 6698968776
Time 8.942610652
Mem 6720293576
Time 8.750638374
Mem 6741651976
Time 8.453596183
Mem 6762987976
Time 8.462601637
Mem 6784312776
Time 8.278973173
Mem 6805648776
Time 8.587220423
Mem 6826973576
Time 8.392277897
Mem 6848309576
Time 8.855583334
Mem 6869634376
Time 8.518913576
Mem 6890970376
Time 9.786971275
Mem 6912306376
Time 8.593653209
Mem 6933631176
Time 8.471306394
Mem 6954989576
Time 9.229988354
Mem 6976314376
Time 8.710246039
Mem 6997650376
Time 8.474111963
Mem 7018975176
Time 8.430781630
Mem 7040311176
Time 8.998912080
Mem 7061647176
Time 8.867517307
Mem 7082971976
Time 8.593460731
Mem 7104307976
Time 8.495502775
Mem 7125632776
Time 9.080507065
Mem 7146968776
Time 9.082785032
Mem 7168293576
Time 8.776378889
Mem 7189651976
Time 8.638421312
Mem 7210987976
Time 8.668499345
Mem 7232312776
Time 8.731682023
Mem 7253648776
Time 8.970724740
Mem 7274973576
Time 10.836181083
Mem 7296309576
Time 9.320429097
Mem 7317634376
Time 9.067393164
Mem 7338970376
Time 10.375388005
Mem 7360306376
Time 9.666585613
Mem 7381631176
Time 9.279364356
Mem 7402989576
Time 10.003224433
Mem 7424314376
Time 9.688221206
Mem 7445650376
Time 9.903356309
Mem 7466975176
Time 8.712018171
Mem 7488311176
Time 9.084472074
Mem 7509647176
Time 8.874142349
Mem 7530971976
Time 8.774930798
Mem 7552307976
Time 8.690552015
Mem 7573632776
Time 8.830830364
Mem 7594968776
Time 8.648733696
Mem 7616293576
Time 8.632904640
Mem 7637651976
Time 8.311172759
Mem 7658987976
Time 8.379861633
Mem 7680312776
Time 8.553678095
Mem 7701648776
Time 8.557914883
Mem 7722973576
Time 8.429709792
Mem 7744309576
Time 8.356180526
Mem 7765634376
Time 8.956141039
Mem 7786970376
Time 10.772862599
Mem 7808306376
Time 9.383753014
Mem 7829631176
Time 8.703817818
Mem 7850989576
Time 9.052553168
Mem 7872314376
Time 8.892826834
Mem 7893650376
Time 8.770354234
Mem 7914975176
Time 8.639407283
Mem 7936311176
Time 8.771068907
Mem 7957647176
Time 8.897923535
Mem 7978971976
Time 8.503284325
Mem 8000307976
Time 8.565570003
Mem 8021632776
Time 8.586526111
Mem 8042968776
Time 8.792670567
Mem 8064293576
Time 8.701379549
Mem 8085651976
Time 8.661360636
Mem 8106987976
Time 8.510627516
Mem 8128312776
Time 8.592338877
Mem 8149648776
Time 9.408864232
Mem 8170973576
Time 10.063015124
Mem 8192309576
Time 9.050920479
Mem 8213634376
Time 9.055479944
Mem 8234970376
Time 8.716803551
Mem 8256306376
Time 8.533202539
Mem 8277631176
Time 8.467508315
Mem 8298967176
Time 8.740177880
Mem 8320314376
Time 8.768307581
Mem 8341650376
Time 10.974998248
Mem 8362975176
Time 10.088991728
Mem 8384311176
Time 9.351374770
Mem 8405647176
Time 8.925218522
Mem 8426971976
Time 8.850571367
Mem 8448307976
Time 9.019948296
Mem 8469632776
Time 8.847109836
Mem 8490968776
Time 8.631083946
Mem 8512293576
Time 8.480556948
Mem 8533651976
Time 8.652764058
Mem 8554987976
Time 8.874301049
Mem 8576312776
Time 8.798112352
Mem 8597648776
Time 9.119249071
Mem 8618973576
Time 9.217768575
Mem 8640309576
Time 9.184984072
Mem 8661634376
Time 9.141834997
Mem 8682970376
Time 9.459738745
Mem 8704306376
Time 10.919750595
Mem 8725631176
Time 10.096447063
Mem 8746989576
Time 9.240920652
Mem 8768314376
Time 8.957271250
Mem 8789650376
Time 9.159791048
Mem 8810975176
Time 8.674117964
Mem 8832311176
Time 8.450523966
Mem 8853647176
Time 8.587291320
Mem 8874971976
Time 8.774823449
Mem 8896307976
Time 8.941717728
Mem 8917632776
Time 8.793189089
Mem 8938968776
Time 8.919356269
Mem 8960293576
Time 8.687454128
Mem 8981651976
Time 8.905393584
Mem 9002987976
Time 8.725750231
Mem 9024312776
Time 8.752239599
Mem 9045648776
Time 8.703838622
Mem 9066973576
Time 8.616036404
Mem 9088309576
Time 8.555170142
Mem 9109634376
Time 8.633236985
Mem 9130970376
Time 8.783781147
Mem 9152306376
Time 8.892186048
Mem 9173631176
Time 8.843546774
Mem 9194967176
Time 8.742847615
Mem 9216314376
Time 8.846250216
Mem 9237650376
Time 8.854674863
Mem 9258975176
Time 8.907609431
Mem 9280311176
Time 8.882705248
Mem 9301647176
Time 8.849592481
Mem 9322971976
Time 8.412059077
Mem 9344307976
Time 8.780292646
Mem 9365632776
Time 8.652627705
Mem 9386968776
Time 8.646851559
Mem 9408293576
Time 8.571130442
Mem 9429651976
Time 8.850204685
Mem 9450987976
Time 8.406865471
Mem 9472312776
Time 8.532573934
Mem 9493648776
Time 8.651092730
Mem 9514973576
Time 8.585766586
Mem 9536309576
Time 8.753037827
Mem 9557634376
Time 8.698410714
Mem 9578970376
Time 8.644481735
Mem 9600306376
Time 8.583372590
Mem 9621631176
Time 8.732649564
Mem 9642989576
Time 8.900277936
Mem 9664314376
Time 8.827953144
Mem 9685650376
Time 8.700416014
Mem 9706975176
Time 8.588277913
Mem 9728311176
Time 8.623920104
Mem 9749647176
Time 8.782816350
Mem 9770971976
Time 8.926493297
Mem 9792307976
Time 9.025920473
Mem 9813632776
Time 8.817358936
Mem 9834968776
Time 9.009020674
Mem 9856293576
Time 9.051012703
Mem 9877651976
Time 8.688404696
Mem 9898987976
Time 8.824923192
Mem 9920312776
Time 9.388068100
Mem 9941648776
Time 8.575947681
Mem 9962973576
Time 9.278623626
Mem 9984309576
Time 9.943737160
Mem 10005634376
